article_id,expr_type,value,char_offset
1132.txt,deictic,Thursday,2845
1133.txt,deictic,year,873
1133.txt,deictic,year,1755
1133.txt,deictic,Friday,1086
1134.txt,deictic,Monday,240
1134.txt,deictic,Sunday,2267
1136.txt,deictic,year,507
1136.txt,deictic,year,1671
1136.txt,deictic,Saturday,2256
1137.txt,deictic,week,367
1137.txt,deictic,year,1055
1137.txt,deictic,last year,1210
1138.txt,deictic,next week,642
1138.txt,deictic,week,812
1138.txt,deictic,previous year,878
1138.txt,deictic,week,1236
1138.txt,deictic,year,1335
1138.txt,deictic,year,2114
1138.txt,deictic,Sunday,105
1138.txt,deictic,Sunday,425
1139.txt,deictic,year,130
1139.txt,deictic,year,1001
1139.txt,deictic,Monday,218
1139.txt,deictic,Tuesday,351
1139.txt,deictic,Sunday,632
1140.txt,deictic,year,144
1140.txt,deictic,summer,544
1141.txt,deictic,year,616
1142.txt,deictic,next month,544
1142.txt,deictic,last year,575
1142.txt,deictic,year,1464
1142.txt,deictic,summer,146
1142.txt,deictic,Saturday,187
1142.txt,deictic,Saturday,1109
1142.txt,deictic,Saturday,1825
1142.txt,deictic,Saturday,2582
1143.txt,deictic,week,311
1143.txt,deictic,week,674
1143.txt,deictic,Friday,240
1143.txt,deictic,Sunday,880
1144.txt,deictic,year,746
1144.txt,deictic,week,1172
1145.txt,deictic,last year,690
1145.txt,deictic,year,1514
1145.txt,deictic,year,1835
1145.txt,deictic,week,2021
1145.txt,deictic,last August,1127
1146.txt,deictic,year,109
1146.txt,deictic,week,230
1146.txt,deictic,year,1300
1146.txt,deictic,year,2283
1146.txt,deictic,year,2366
1146.txt,deictic,fall,628
1147.txt,deictic,Tuesday,888
1148.txt,deictic,next week,88
1148.txt,deictic,year,676
1148.txt,deictic,year,800
1148.txt,deictic,next week,988
1149.txt,deictic,last week,282
1149.txt,deictic,year,1229
1150.txt,deictic,week,107
1150.txt,deictic,year,386
1150.txt,deictic,year,746
1150.txt,deictic,last week,1117
1150.txt,deictic,year,1197
1150.txt,deictic,Friday,836
1150.txt,deictic,Sunday,448
1152.txt,deictic,week,2315
1153.txt,deictic,year,757
1154.txt,deictic,year,779
1154.txt,deictic,week,840
1154.txt,deictic,week,1256
1154.txt,deictic,week,2933
1154.txt,deictic,spring,133
1154.txt,deictic,Sunday,75
1154.txt,deictic,last Sunday,1481
1154.txt,deictic,last Sunday,1820
1154.txt,deictic,this Sunday,2246
1155.txt,deictic,year,78
1155.txt,deictic,year,222
1155.txt,deictic,Sunday,99
1155.txt,deictic,Sunday,855
1156.txt,deictic,week,625
1156.txt,deictic,last year,1209
1156.txt,deictic,today,2130
1156.txt,deictic,Wednesday,1333
1157.txt,deictic,week,284
1157.txt,deictic,week,1272
1157.txt,deictic,week,1401
1157.txt,deictic,Wednesday,1741
1158.txt,deictic,Day,549
1158.txt,deictic,Saturday,124
1158.txt,deictic,Saturday,520
1159.txt,deictic,year,235
1159.txt,deictic,year,799
1159.txt,deictic,year,1673
1159.txt,deictic,fall,397
1160.txt,deictic,year,274
1161.txt,deictic,Saturday,424
1161.txt,deictic,Sunday,225
1162.txt,deictic,year,182
1162.txt,deictic,year,710
1163.txt,deictic,week,1349
1164.txt,deictic,last year,147
1164.txt,deictic,year,1316
1164.txt,deictic,Saturday,48
1165.txt,deictic,Tuesday,597
1165.txt,deictic,Tuesday,755
1165.txt,deictic,Sunday,123
1165.txt,deictic,Sunday,449
1166.txt,deictic,week,272
1166.txt,deictic,Sunday,117
1167.txt,deictic,year,643
1167.txt,deictic,week,2015
1167.txt,deictic,Last June,523
1169.txt,deictic,fall,442
1170.txt,deictic,last year,277
1170.txt,deictic,year,463
1170.txt,deictic,last year,518
1170.txt,deictic,year,1579
1170.txt,deictic,week,1717
1170.txt,deictic,year,1726
1170.txt,deictic,year,1824
1170.txt,deictic,year,2015
1171.txt,deictic,last week,527
1171.txt,deictic,fall,649
1172.txt,deictic,next week,1600
1173.txt,deictic,year,156
1173.txt,deictic,year,470
1173.txt,deictic,last year,605
1173.txt,deictic,year,718
1174.txt,deictic,last week,542
1174.txt,deictic,year,2169
1174.txt,deictic,week,2260
1174.txt,deictic,year,2279
1175.txt,deictic,year,507
1175.txt,deictic,week,1041
1175.txt,deictic,week,1046
1176.txt,deictic,year,1424
1176.txt,deictic,week,1799
1176.txt,deictic,year,2091
1176.txt,deictic,next week,2383
1176.txt,deictic,year,2390
1176.txt,deictic,next week,2479
1176.txt,deictic,fall,478
1177.txt,deictic,last month,238
1177.txt,deictic,year,521
1177.txt,deictic,year,730
1177.txt,deictic,Friday,1132
1177.txt,deictic,Saturday,1168
1178.txt,deictic,week,439
1178.txt,deictic,week,1721
1178.txt,deictic,year,2830
1178.txt,deictic,Saturday,890
1178.txt,deictic,Sunday,568
1179.txt,deictic,year,157
1179.txt,deictic,year,280
1179.txt,deictic,Day,350
1179.txt,deictic,week,817
1179.txt,deictic,year,1369
1179.txt,deictic,year,1624
1179.txt,deictic,summer,948
1180.txt,deictic,week,285
1180.txt,deictic,week,698
1180.txt,deictic,year,702
1180.txt,deictic,week,1979
1180.txt,deictic,year,1982
1180.txt,deictic,next year,2266
1180.txt,deictic,week,2325
1180.txt,deictic,winter,247
1181.txt,deictic,year,127
1181.txt,deictic,year,403
1182.txt,deictic,next year,329
1182.txt,deictic,year,365
1182.txt,deictic,year,487
1182.txt,deictic,year,1928
1182.txt,deictic,next year,1981
1183.txt,deictic,Wednesday,162
1184.txt,deictic,year,723
1184.txt,deictic,year,1097
1184.txt,deictic,summer,679
1185.txt,deictic,week,76
1185.txt,deictic,week,359
1185.txt,deictic,year,477
1185.txt,deictic,last week,769
1185.txt,deictic,summer,1269
1185.txt,deictic,Saturday,799
1186.txt,deictic,week,2010
1186.txt,deictic,week,2375
1186.txt,deictic,Sunday,58
1186.txt,deictic,Sunday,765
1188.txt,deictic,year,396
1188.txt,deictic,week,794
1188.txt,deictic,week,802
1189.txt,deictic,week,226
1189.txt,deictic,week,1366
1189.txt,deictic,week,2584
1189.txt,deictic,autumn,833
1189.txt,deictic,Thursday,1635
1189.txt,deictic,Friday,175
1190.txt,deictic,next year,207
1190.txt,deictic,year,742
1190.txt,deictic,year,759
1190.txt,deictic,year,1209
1191.txt,deictic,year,225
1191.txt,deictic,year,363
1191.txt,deictic,summer,510
1191.txt,deictic,summer,948
1191.txt,deictic,Saturday,309
1192.txt,deictic,last week,563
1192.txt,deictic,week,634
1192.txt,deictic,Today,655
1192.txt,deictic,Thursday,103
1194.txt,deictic,Year,206
1194.txt,deictic,year,509
1194.txt,deictic,Year,702
1196.txt,deictic,Day,687
1196.txt,deictic,Friday,33
1197.txt,deictic,week,88
1197.txt,deictic,last year,263
1197.txt,deictic,year,650
1198.txt,deictic,Wednesday,869
1198.txt,deictic,Saturday,318
1198.txt,deictic,Sunday,133
1199.txt,deictic,Tuesday,103
1199.txt,deictic,last Saturday,149
1200.txt,deictic,year,448
1200.txt,deictic,year,603
1200.txt,deictic,year,1675
1200.txt,deictic,fall,1573
1201.txt,deictic,year,329
1201.txt,deictic,year,857
1201.txt,deictic,summer,773
1202.txt,deictic,year,100
1202.txt,deictic,next March,1164
1202.txt,deictic,summer,343
1203.txt,deictic,next month,101
1203.txt,deictic,year,196
1203.txt,deictic,week,404
1203.txt,deictic,year,611
1203.txt,deictic,last Saturday,344
1203.txt,deictic,last Saturday,654
1204.txt,deictic,Winter,633
1204.txt,deictic,Winter,1282
1204.txt,deictic,Winter,2482
1205.txt,deictic,last year,565
1205.txt,deictic,week,598
1205.txt,deictic,week,1114
1206.txt,deictic,year,848
1206.txt,deictic,summer,614
1207.txt,deictic,last month,339
1207.txt,deictic,year,670
1207.txt,deictic,year,886
1208.txt,deictic,last week,205
1208.txt,deictic,Last week,686
1208.txt,deictic,week,822
1208.txt,deictic,week,1101
1208.txt,deictic,year,1146
1208.txt,deictic,autumn,896
1208.txt,deictic,Sunday,266
1209.txt,deictic,year,169
1209.txt,deictic,last month,363
1209.txt,deictic,year,1071
1209.txt,deictic,Tuesday,152
1209.txt,deictic,Tuesday,1677
1210.txt,deictic,week,801
1210.txt,deictic,Monday,855
1211.txt,deictic,last week,540
1211.txt,deictic,year,1383
1211.txt,deictic,week,1629
1213.txt,deictic,year,150
1213.txt,deictic,last year,215
1213.txt,deictic,last year,639
1213.txt,deictic,week,724
1213.txt,deictic,year,907
1214.txt,deictic,year,1305
1215.txt,deictic,week,349
1215.txt,deictic,Tuesday,2200
1215.txt,deictic,Sunday,267
1216.txt,deictic,year,182
1216.txt,deictic,last year,739
1216.txt,deictic,Year,784
1216.txt,deictic,year,869
1216.txt,deictic,Saturday,164
1217.txt,deictic,week,299
1217.txt,deictic,next month,1184
1218.txt,deictic,next week,1376
1218.txt,deictic,next week,1565
1218.txt,deictic,today,1772
1219.txt,deictic,year,396
1219.txt,deictic,year,665
1219.txt,deictic,summer,648
1219.txt,deictic,Sunday,79
1219.txt,deictic,Sunday,256
1220.txt,deictic,summer,1640
1223.txt,deictic,year,230
1223.txt,deictic,tomorrow,467
1223.txt,deictic,year,1252
1223.txt,deictic,week,1324
1223.txt,deictic,Wednesday,242
1224.txt,deictic,year,399
1224.txt,deictic,summer,13
1224.txt,deictic,summer,109
1224.txt,deictic,summer,359
1225.txt,deictic,year,261
1225.txt,deictic,year,497
1226.txt,deictic,Tuesday,636
1231.txt,deictic,year,249
1231.txt,deictic,year,1677
1231.txt,deictic,year,1902
1231.txt,deictic,year,2287
1231.txt,deictic,winter,437
1231.txt,deictic,Thursday,306
1232.txt,deictic,Sunday,944
1233.txt,deictic,last year,371
1233.txt,deictic,last year,837
1233.txt,deictic,year,1012
1233.txt,deictic,last year,1100
1235.txt,deictic,year,833
1235.txt,deictic,year,1254
1235.txt,deictic,today,1500
1235.txt,deictic,year,1862
1235.txt,deictic,year,1989
1235.txt,deictic,week,2133
1235.txt,deictic,Friday,870
1235.txt,deictic,Saturday,1012
1236.txt,deictic,Day,542
1237.txt,deictic,year,69
1237.txt,deictic,year,174
1237.txt,deictic,year,303
1237.txt,deictic,year,438
1237.txt,deictic,year,530
1237.txt,deictic,week,875
1237.txt,deictic,next year,972
1237.txt,deictic,Monday,130
1238.txt,deictic,year,649
1238.txt,deictic,year,822
1238.txt,deictic,Wednesday,160
1239.txt,deictic,year,761
1239.txt,deictic,next year,784
1240.txt,deictic,week,746
1240.txt,deictic,Wednesday,205
1240.txt,deictic,Sunday,566
1241.txt,deictic,today,431
1241.txt,deictic,today,452
1241.txt,deictic,year,532
1241.txt,deictic,year,1087
1241.txt,deictic,year,1237
1241.txt,deictic,year,1348
1241.txt,deictic,week,2298
1242.txt,deictic,week,83
1242.txt,deictic,week,294
1242.txt,deictic,next week,426
1243.txt,deictic,year,997
1243.txt,deictic,summer,424
1244.txt,deictic,year,169
1244.txt,deictic,next week,1794
1244.txt,deictic,last October,631
1244.txt,deictic,Tuesday,525
1246.txt,deictic,year,2046
1246.txt,deictic,summer,2523
1246.txt,deictic,Saturday,81
1246.txt,deictic,Saturday,1967
1247.txt,deictic,last month,1098
1248.txt,deictic,week,75
1248.txt,deictic,year,210
1248.txt,deictic,year,842
1249.txt,deictic,last year,317
1250.txt,deictic,year,477
1250.txt,deictic,year,719
1250.txt,deictic,week,1678
1250.txt,deictic,last year,2695
1250.txt,deictic,autumn,934
1250.txt,deictic,summer,1114
1250.txt,deictic,Saturday,165
1250.txt,deictic,Saturday,1786
1251.txt,deictic,year,2
1251.txt,deictic,year,74
1251.txt,deictic,year,256
1251.txt,deictic,year,602
1251.txt,deictic,year,680
1251.txt,deictic,year,906
1251.txt,deictic,year,2646
1251.txt,deictic,next June,1800
1251.txt,deictic,autumn,644
1251.txt,deictic,summer,1144
1252.txt,deictic,year,568
1252.txt,deictic,year,1127
1252.txt,deictic,Wednesday,140
1252.txt,deictic,Wednesday,2602
1253.txt,deictic,Thursday,946
1254.txt,deictic,last month,460
1254.txt,deictic,Sunday,164
1255.txt,deictic,Friday,36
1255.txt,deictic,Friday,390
1255.txt,deictic,Friday,432
1256.txt,deictic,year,628
1256.txt,deictic,Saturday,72
1257.txt,deictic,year,186
1257.txt,deictic,week,616
1257.txt,deictic,week,732
1257.txt,deictic,year,1344
1258.txt,deictic,next month,91
1258.txt,deictic,year,568
1258.txt,deictic,last year,772
1259.txt,deictic,year,1180
1259.txt,deictic,last day,1574
1259.txt,deictic,summer,12
1259.txt,deictic,summer,72
1259.txt,deictic,summer,212
1259.txt,deictic,summer,1475
1260.txt,deictic,year,432
1260.txt,deictic,Wednesday,1118
1261.txt,deictic,last November,895
1261.txt,deictic,Friday,332
1261.txt,deictic,Friday,451
1261.txt,deictic,Saturday,88
1262.txt,deictic,year,186
1262.txt,deictic,week,543
1262.txt,deictic,year,1750
1262.txt,deictic,next month,1917
1262.txt,deictic,year,2606
1262.txt,deictic,year,3287
1262.txt,deictic,year,3520
1262.txt,deictic,week,4284
1263.txt,deictic,next May,551
1264.txt,deictic,year,680
1264.txt,deictic,year,1884
1264.txt,deictic,Tuesday,1701
1266.txt,deictic,week,942
1266.txt,deictic,year,2084
1266.txt,deictic,year,2125
1266.txt,deictic,Wednesday,246
1266.txt,deictic,Wednesday,1739
1266.txt,deictic,Saturday,1683
1267.txt,simple,12 June 2004,2218
1267.txt,deictic,next year,431
1267.txt,deictic,next year,557
1267.txt,deictic,year,1434
1267.txt,deictic,year,2009
1267.txt,deictic,Saturday,907
1268.txt,deictic,year,2219
1268.txt,deictic,last year,2943
1269.txt,deictic,last year,1859
1269.txt,deictic,summer,997
1270.txt,deictic,year,861
1270.txt,deictic,Wednesday,271
1270.txt,deictic,Sunday,904
1271.txt,deictic,next year,134
1271.txt,deictic,week,1398
1271.txt,deictic,summer,292
1272.txt,deictic,year,109
1272.txt,deictic,year,225
1272.txt,deictic,year,453
1272.txt,deictic,last year,511
1272.txt,deictic,summer,212
1272.txt,deictic,fall,533
1273.txt,deictic,year,194
1273.txt,deictic,last week,250
1273.txt,deictic,last week,645
1276.txt,deictic,week,426
1276.txt,deictic,Sunday,260
1277.txt,deictic,year,619
1277.txt,deictic,week,3600
1278.txt,deictic,year,89
1278.txt,deictic,year,311
1279.txt,deictic,Wednesday,547
1280.txt,deictic,tomorrow,1499
1280.txt,deictic,Monday,837
1280.txt,deictic,Tuesday,1329
1280.txt,deictic,Sunday,135
1281.txt,deictic,last month,1003
1281.txt,deictic,week,1450
1281.txt,deictic,Saturday,471
1282.txt,deictic,last year,156
1282.txt,deictic,year,1266
1283.txt,deictic,tomorrow,554
1283.txt,deictic,year,807
1283.txt,deictic,year,1036
1283.txt,deictic,year,1103
1283.txt,deictic,Friday,888
1283.txt,deictic,Friday,1561
1283.txt,deictic,Saturday,98
1283.txt,deictic,Sunday,387
1284.txt,deictic,summer,230
1285.txt,deictic,last week,906
1285.txt,deictic,last November,1086
1285.txt,deictic,Saturday,92
1286.txt,deictic,last year,399
1286.txt,deictic,last week,563
1286.txt,deictic,last Friday,1154
1286.txt,deictic,Sunday,165
1287.txt,deictic,fall,712
1287.txt,deictic,Monday,591
1288.txt,deictic,Monday,196
1289.txt,deictic,year,331
1289.txt,deictic,summer,365
1289.txt,deictic,summer,613
1289.txt,deictic,Wednesday,445
1291.txt,deictic,week,1046
1291.txt,deictic,week,1059
1291.txt,deictic,year,1162
1291.txt,deictic,Spring,312
1291.txt,deictic,Spring,493
1291.txt,deictic,Friday,2084
1292.txt,deictic,Wednesday,168
1293.txt,deictic,Tuesday,888
1294.txt,deictic,next month,85
1294.txt,deictic,year,190
1294.txt,deictic,last year,531
1294.txt,deictic,Saturday,182
1295.txt,deictic,next week,91
1295.txt,deictic,year,791
1295.txt,deictic,year,841
1295.txt,deictic,week,1050
1295.txt,deictic,year,1312
1295.txt,deictic,Saturday,1484
1295.txt,deictic,Saturday,1649
1296.txt,deictic,year,383
1296.txt,deictic,year,636
1297.txt,deictic,next week,123
1297.txt,deictic,week,290
1297.txt,deictic,next week,476
1297.txt,deictic,Friday,739
1297.txt,deictic,Saturday,194
1298.txt,deictic,summer,161
1298.txt,deictic,Monday,1130
1298.txt,deictic,Saturday,719
1299.txt,deictic,year,528
1299.txt,deictic,Sunday,388
1300.txt,deictic,week,122
1300.txt,deictic,year,182
1300.txt,deictic,week,220
1300.txt,deictic,year,483
1300.txt,deictic,year,1102
1300.txt,deictic,last week,1855
1300.txt,deictic,year,2404
1300.txt,deictic,week,2512
1300.txt,deictic,last August,1163
1300.txt,deictic,last August,2695
1300.txt,deictic,summer,2610
1301.txt,deictic,week,1166
1301.txt,deictic,Wednesday,246
1301.txt,deictic,Wednesday,1245
1301.txt,deictic,Saturday,626
1301.txt,deictic,Saturday,1010
1301.txt,deictic,Sunday,130
1302.txt,deictic,year,184
1302.txt,deictic,last month,248
1302.txt,deictic,week,647
1302.txt,deictic,summer,590
1303.txt,deictic,week,564
1303.txt,deictic,week,908
1303.txt,deictic,year,1364
1303.txt,deictic,Saturday,800
1303.txt,deictic,Saturday,917
1304.txt,deictic,year,244
1304.txt,deictic,Sunday,866
1305.txt,simple,16 January 2002,3223
1305.txt,simple,13 January 1999,3401
1305.txt,deictic,year,1354
1305.txt,deictic,Day,2211
1305.txt,deictic,year,3297
1305.txt,deictic,year,3508
1305.txt,deictic,year,3630
1305.txt,deictic,Tuesday,39
1305.txt,deictic,Wednesday,2068
1305.txt,deictic,Saturday,2314
1307.txt,deictic,year,81
1307.txt,deictic,year,428
1307.txt,deictic,next year,1215
1307.txt,deictic,next March,1888
1307.txt,deictic,summer,577
1308.txt,deictic,next month,301
1308.txt,deictic,previous day,597
1308.txt,deictic,week,710
1308.txt,deictic,year,1339
1308.txt,deictic,year,1414
1308.txt,deictic,Friday,1373
1308.txt,deictic,Sunday,128
1308.txt,deictic,Sunday,589
1309.txt,deictic,Saturday,449
1309.txt,deictic,Sunday,91
1310.txt,deictic,year,157
1310.txt,deictic,week,249
1310.txt,deictic,last week,609
1310.txt,deictic,next month,651
1310.txt,deictic,year,778
1310.txt,deictic,Thursday,516
1311.txt,deictic,year,282
1311.txt,deictic,year,336
1312.txt,deictic,week,813
1312.txt,deictic,week,1209
1312.txt,deictic,week,1306
1312.txt,deictic,before Friday,1246
1313.txt,deictic,year,402
1313.txt,deictic,week,746
1314.txt,deictic,Saturday,170
1314.txt,deictic,Saturday,474
1314.txt,deictic,Sunday,205
1315.txt,deictic,last week,60
1315.txt,deictic,week,876
1315.txt,deictic,week,2461
1315.txt,deictic,year,2663
1315.txt,deictic,Wednesday,1201
1315.txt,deictic,Thursday,1360
1315.txt,deictic,Friday,1525
1315.txt,deictic,Saturday,1824
1315.txt,deictic,Sunday,2456
1316.txt,deictic,year,1276
1316.txt,deictic,year,1413
1316.txt,deictic,summer,1247
1317.txt,deictic,week,373
1317.txt,deictic,next week,397
1318.txt,deictic,last week,599
1318.txt,deictic,year,1758
1318.txt,deictic,week,1954
1318.txt,deictic,Saturday,120
1320.txt,deictic,last week,270
1320.txt,deictic,year,576
1320.txt,deictic,next Tuesday,1297
1321.txt,deictic,year,749
1322.txt,deictic,year,2027
1322.txt,deictic,Sunday,126
1323.txt,deictic,year,817
1323.txt,deictic,year,1759
1323.txt,deictic,summer,167
1323.txt,deictic,summer,1013
1323.txt,deictic,fall,1626
1323.txt,deictic,Sunday,276
1323.txt,deictic,Sunday,1115
1324.txt,deictic,year,549
1324.txt,deictic,last September,1224
1324.txt,deictic,last November,1747
1324.txt,deictic,Wednesday,1106
1324.txt,deictic,Saturday,162
1325.txt,deictic,last month,1098
1326.txt,deictic,year,188
1326.txt,deictic,last year,520
1327.txt,deictic,last week,1132
1327.txt,deictic,Sunday,144
1329.txt,deictic,last month,274
1329.txt,deictic,year,2085
1329.txt,deictic,last December,912
1329.txt,deictic,summer,1765
1330.txt,deictic,year,150
1330.txt,deictic,Wednesday,637
1330.txt,deictic,Wednesday,685
1331.txt,deictic,year,119
1331.txt,deictic,last month,617
1331.txt,deictic,summer,878
1332.txt,deictic,Friday,368
1333.txt,deictic,Tuesday,1755
1333.txt,deictic,Wednesday,71
1334.txt,deictic,year,131
1334.txt,deictic,year,219
1334.txt,deictic,year,676
1334.txt,deictic,last Sunday,627
1335.txt,deictic,week,294
1335.txt,deictic,summer,204
1335.txt,deictic,after Saturday,1344
1335.txt,deictic,Sunday,3049
1336.txt,deictic,year,402
1337.txt,deictic,year,150
1337.txt,deictic,year,499
1337.txt,deictic,year,505
1337.txt,deictic,Tuesday,191
1337.txt,deictic,Sunday,1577
1338.txt,deictic,year,465
1338.txt,deictic,year,730
1339.txt,deictic,year,1694
1339.txt,deictic,Saturday,523
1339.txt,deictic,after Saturday,733
1340.txt,deictic,year,421
1340.txt,deictic,last year,525
1340.txt,deictic,week,1054
1340.txt,deictic,Wednesday,1505
1340.txt,deictic,Saturday,1399
1341.txt,deictic,week,109
1341.txt,deictic,year,150
1341.txt,deictic,yesterday,334
1341.txt,deictic,Tuesday,137
1342.txt,deictic,year,154
1342.txt,deictic,year,360
1343.txt,deictic,week,253
1343.txt,deictic,Year,768
1343.txt,deictic,year,940
1343.txt,deictic,year,1273
1344.txt,deictic,last year,164
1344.txt,deictic,year,968
1344.txt,deictic,Sunday,1686
1345.txt,deictic,year,1524
1345.txt,deictic,Wednesday,62
1345.txt,deictic,Wednesday,415
1345.txt,deictic,Wednesday,2883
1345.txt,deictic,Thursday,133
1346.txt,deictic,next week,82
1346.txt,deictic,year,173
1346.txt,deictic,next week,362
1347.txt,deictic,year,138
1347.txt,deictic,year,407
1347.txt,deictic,Sunday,171
1348.txt,deictic,week,2561
1348.txt,deictic,Spring,1232
1348.txt,deictic,Spring,1616
1348.txt,deictic,Spring,1857
1348.txt,deictic,Spring,2984
1349.txt,deictic,last year,312
1350.txt,deictic,year,1218
1351.txt,deictic,year,157
1351.txt,deictic,year,397
1351.txt,deictic,week,682
1351.txt,deictic,year,716
1352.txt,deictic,year,40
1352.txt,deictic,today,380
1352.txt,deictic,year,712
1352.txt,deictic,last week,896
1352.txt,deictic,Next year,2786
1353.txt,deictic,year,250
1354.txt,deictic,year,451
1354.txt,deictic,next week,864
1354.txt,deictic,week,2484
1354.txt,deictic,year,2502
1354.txt,deictic,autumn,228
1354.txt,deictic,autumn,1475
1354.txt,deictic,Sunday,723
1355.txt,deictic,year,93
1355.txt,deictic,year,467
1355.txt,deictic,year,3585
1356.txt,deictic,last year,5693
1356.txt,deictic,summer,1070
1356.txt,deictic,summer,2208
1356.txt,deictic,summer,2396
1356.txt,deictic,summer,2425
1356.txt,deictic,summer,2624
1356.txt,deictic,summer,5128
1357.txt,deictic,year,403
1357.txt,deictic,Thursday,93
1358.txt,deictic,year,92
1358.txt,deictic,year,1118
1358.txt,deictic,next month,1402
1358.txt,deictic,summer,166
1358.txt,deictic,Thursday,119
1358.txt,deictic,Thursday,695
1358.txt,deictic,before Sunday,1532
1359.txt,deictic,year,624
1359.txt,deictic,year,1030
1359.txt,deictic,Saturday,124
1360.txt,deictic,fall,900
1360.txt,deictic,Saturday,854
1360.txt,deictic,Sunday,396
1361.txt,deictic,year,383
1361.txt,deictic,summer,176
1361.txt,deictic,Tuesday,282
1361.txt,deictic,Wednesday,115
1362.txt,deictic,last year,679
1363.txt,deictic,year,1989
1363.txt,deictic,Wednesday,130
1363.txt,deictic,Saturday,564
1364.txt,deictic,year,239
1364.txt,deictic,week,271
1364.txt,deictic,Tuesday,687
1365.txt,deictic,year,360
1365.txt,deictic,week,420
1365.txt,deictic,year,2506
1365.txt,deictic,summer,406
1365.txt,deictic,Sunday,715
1366.txt,deictic,year,522
1366.txt,deictic,Tuesday,599
1366.txt,deictic,Saturday,174
1366.txt,deictic,Sunday,859
1366.txt,deictic,Sunday,1441
1367.txt,deictic,year,197
1367.txt,deictic,year,284
1367.txt,deictic,week,372
1367.txt,deictic,week,754
1367.txt,deictic,fall,1696
1368.txt,deictic,year,187
1368.txt,deictic,year,286
1369.txt,deictic,Monday,378
1369.txt,deictic,Wednesday,158
1370.txt,deictic,week,820
1370.txt,deictic,week,2150
1370.txt,deictic,Saturday,344
1370.txt,deictic,Sunday,611
1371.txt,deictic,year,784
1371.txt,deictic,year,1078
1372.txt,deictic,last week,222
1372.txt,deictic,week,837
1372.txt,deictic,Wednesday,900
1373.txt,deictic,Wednesday,215
1375.txt,deictic,year,784
1375.txt,deictic,year,2018
1375.txt,deictic,Sunday,129
1376.txt,deictic,year,773
1376.txt,deictic,Last year,1314
1377.txt,deictic,Sunday,609
1378.txt,deictic,week,226
1378.txt,deictic,week,2136
1378.txt,deictic,year,2314
1378.txt,deictic,last week,2431
1379.txt,deictic,year,507
1381.txt,deictic,year,690
1381.txt,deictic,year,771
1382.txt,deictic,next week,478
1382.txt,deictic,last week,857
1382.txt,deictic,Saturday,264
1382.txt,deictic,Saturday,1798
1382.txt,deictic,Saturday,2097
1382.txt,deictic,Sunday,410
1383.txt,deictic,week,76
1383.txt,deictic,year,533
1383.txt,deictic,week,772
1383.txt,deictic,week,991
1385.txt,deictic,Thursday,104
1386.txt,deictic,year,216
1386.txt,deictic,next month,249
1386.txt,deictic,next week,1541
1386.txt,deictic,Friday,1226
1386.txt,deictic,last Saturday,1164
1386.txt,deictic,Sunday,1416
1387.txt,deictic,year,840
1387.txt,deictic,year,888
1387.txt,deictic,week,1698
1387.txt,deictic,fall,1229
1388.txt,deictic,week,724
1388.txt,deictic,fall,204
1389.txt,deictic,Year,211
1389.txt,deictic,year,309
1389.txt,deictic,year,341
1389.txt,deictic,week,606
1389.txt,deictic,week,626
1389.txt,deictic,Tuesday,283
1389.txt,deictic,Wednesday,295
1390.txt,deictic,week,853
1390.txt,deictic,Monday,636
1390.txt,deictic,Tuesday,684
1390.txt,deictic,Wednesday,79
1391.txt,deictic,year,1438
1391.txt,deictic,Saturday,467
1391.txt,deictic,Sunday,1097
1392.txt,deictic,Wednesday,1197
1393.txt,deictic,Tuesday,541
1393.txt,deictic,Friday,203
1394.txt,deictic,week,1548
1394.txt,deictic,Last week,2148
1395.txt,deictic,week,526
1395.txt,deictic,last December,680
1395.txt,deictic,Wednesday,402
1395.txt,deictic,Friday,184
1395.txt,deictic,Sunday,86
1396.txt,deictic,year,95
1396.txt,deictic,week,161
1396.txt,deictic,year,1174
1396.txt,deictic,year,1717
1396.txt,deictic,next week,2119
1396.txt,deictic,Saturday,2094
1397.txt,deictic,year,855
1397.txt,deictic,summer,539
1397.txt,deictic,summer,1061
1398.txt,deictic,Year,84
1398.txt,deictic,year,1594
1399.txt,deictic,year,246
1399.txt,deictic,week,1354
1399.txt,deictic,Saturday,1425
1400.txt,deictic,Year,444
1400.txt,deictic,year,733
1400.txt,deictic,week,824
1400.txt,deictic,Year,1748
1400.txt,deictic,year,2614
1400.txt,deictic,Last April,28
1400.txt,deictic,summer,2531
1401.txt,deictic,year,803
1401.txt,deictic,Tuesday,93
1401.txt,deictic,Tuesday,1382
1402.txt,deictic,last year,3014
1403.txt,deictic,week,143
1403.txt,deictic,week,544
1403.txt,deictic,week,695
1403.txt,deictic,winter,610
1403.txt,deictic,Friday,1177
1403.txt,deictic,Saturday,1030
1405.txt,deictic,year,179
1405.txt,deictic,year,1458
1405.txt,deictic,year,1555
1405.txt,deictic,year,1672
1405.txt,deictic,Wednesday,954
1406.txt,deictic,week,126
1406.txt,deictic,year,543
1406.txt,deictic,week,1251
1406.txt,deictic,year,2079
1406.txt,deictic,summer,585
1406.txt,deictic,summer,2132
1406.txt,deictic,Tuesday,188
1406.txt,deictic,Sunday,276
1407.txt,deictic,year,42
1407.txt,deictic,year,686
1407.txt,deictic,last year,1557
1407.txt,deictic,last year,1667
1407.txt,deictic,Tuesday,1524
1407.txt,deictic,Wednesday,1433
1409.txt,deictic,Last week,507
