article_id,expr_type,value,char_offset
516.txt,deictic,Spring,326
517.txt,deictic,Monday,399
517.txt,deictic,Monday,2124
517.txt,deictic,Monday,2527
518.txt,deictic,next year,496
518.txt,deictic,Tomorrow,814
518.txt,deictic,year,848
518.txt,deictic,Tuesday,157
519.txt,deictic,year,86
520.txt,deictic,year,153
520.txt,deictic,fall,1342
520.txt,deictic,Saturday,280
520.txt,deictic,Saturday,1299
521.txt,deictic,year,117
521.txt,deictic,Tuesday,763
522.txt,deictic,year,28
522.txt,deictic,year,132
522.txt,deictic,next month,490
522.txt,deictic,year,920
522.txt,deictic,next month,1056
522.txt,deictic,year,1523
523.txt,deictic,week,200
523.txt,deictic,week,777
523.txt,deictic,next week,877
523.txt,deictic,Saturday,117
523.txt,deictic,Sunday,474
525.txt,deictic,Day,756
525.txt,deictic,next week,1299
525.txt,deictic,Day,1488
526.txt,deictic,year,589
526.txt,deictic,year,785
527.txt,deictic,last year,317
527.txt,deictic,last year,745
528.txt,deictic,week,609
528.txt,deictic,next month,1002
528.txt,deictic,Last Saturday,296
529.txt,deictic,Thursday,465
530.txt,deictic,year,130
530.txt,deictic,year,141
530.txt,deictic,year,270
530.txt,deictic,Saturday,75
530.txt,deictic,Saturday,667
530.txt,deictic,Saturday,850
531.txt,deictic,year,463
531.txt,deictic,Fall,893
531.txt,deictic,Friday,1021
531.txt,deictic,Saturday,243
532.txt,deictic,week,1490
532.txt,deictic,Monday,581
532.txt,deictic,Monday,1022
532.txt,deictic,Friday,196
532.txt,deictic,Friday,1273
534.txt,deictic,Tuesday,134
536.txt,deictic,Wednesday,220
537.txt,deictic,last week,1312
537.txt,deictic,Last week,1368
537.txt,deictic,Tuesday,223
538.txt,deictic,next year,73
539.txt,deictic,year,555
539.txt,deictic,year,2327
539.txt,deictic,last year,2405
539.txt,deictic,year,2661
539.txt,deictic,Sunday,142
540.txt,deictic,year,654
540.txt,deictic,year,706
540.txt,deictic,last year,1334
540.txt,deictic,year,1976
540.txt,deictic,today,2086
540.txt,deictic,Tuesday,127
541.txt,deictic,year,796
541.txt,deictic,Winter,1807
541.txt,deictic,Monday,330
542.txt,deictic,year,145
542.txt,deictic,week,247
542.txt,deictic,week,880
542.txt,deictic,next week,980
542.txt,deictic,week,1228
542.txt,deictic,Day,1464
542.txt,deictic,Day,1674
542.txt,deictic,Saturday,560
543.txt,deictic,year,92
543.txt,deictic,year,1388
544.txt,deictic,year,116
544.txt,deictic,year,418
544.txt,deictic,year,532
544.txt,deictic,week,729
544.txt,deictic,Monday,150
544.txt,deictic,Sunday,460
545.txt,deictic,year,64
545.txt,deictic,year,881
545.txt,deictic,year,1576
546.txt,deictic,Day,965
546.txt,deictic,Today,966
547.txt,deictic,Day,140
547.txt,deictic,Day,270
547.txt,deictic,week,616
547.txt,deictic,year,625
547.txt,deictic,week,655
547.txt,deictic,week,785
547.txt,deictic,last year,871
547.txt,deictic,last week,962
547.txt,deictic,Day,1174
547.txt,deictic,Day,1322
547.txt,deictic,fall,606
547.txt,deictic,fall,652
548.txt,deictic,next year,856
548.txt,deictic,last July,260
548.txt,deictic,Saturday,71
548.txt,deictic,Saturday,379
549.txt,deictic,year,87
549.txt,deictic,next year,1148
550.txt,deictic,last week,402
550.txt,deictic,next week,817
550.txt,deictic,week,923
550.txt,deictic,Friday,259
551.txt,deictic,year,90
551.txt,deictic,year,1202
551.txt,deictic,last year,2505
551.txt,deictic,year,2959
551.txt,deictic,last year,3025
552.txt,deictic,year,633
552.txt,deictic,year,660
552.txt,deictic,Fall,1194
553.txt,deictic,Last year,507
553.txt,deictic,Monday,215
554.txt,deictic,year,167
554.txt,deictic,year,436
555.txt,deictic,last year,503
555.txt,deictic,last year,770
556.txt,deictic,last year,239
556.txt,deictic,week,318
556.txt,deictic,last year,492
556.txt,deictic,Last year,495
556.txt,deictic,year,1650
556.txt,deictic,fall,1410
557.txt,deictic,next month,114
557.txt,deictic,Day,237
557.txt,deictic,year,386
557.txt,deictic,Last week,569
557.txt,deictic,year,959
557.txt,deictic,year,1016
557.txt,deictic,year,1039
558.txt,deictic,year,125
558.txt,deictic,year,632
558.txt,deictic,year,3606
558.txt,deictic,fall,2557
559.txt,deictic,year,296
559.txt,deictic,Sunday,357
560.txt,deictic,year,50
560.txt,deictic,year,1745
560.txt,deictic,yesterday,3353
560.txt,deictic,year,3896
560.txt,deictic,last year,4095
560.txt,deictic,year,9068
561.txt,deictic,next year,94
562.txt,deictic,year,449
562.txt,deictic,week,764
562.txt,deictic,year,1802
562.txt,deictic,week,2235
562.txt,deictic,Sunday,105
562.txt,deictic,Sunday,2339
563.txt,deictic,week,683
563.txt,deictic,today,905
563.txt,deictic,Wednesday,495
564.txt,simple,11 September 2001,569
564.txt,deictic,today,1084
564.txt,deictic,year,1404
565.txt,deictic,week,136
565.txt,deictic,year,765
565.txt,deictic,week,877
565.txt,deictic,last week,967
565.txt,deictic,year,1175
565.txt,deictic,week,1243
565.txt,deictic,Last May,990
566.txt,deictic,year,1242
566.txt,deictic,Wednesday,634
567.txt,deictic,last year,157
567.txt,deictic,last month,364
567.txt,deictic,year,733
567.txt,deictic,year,737
567.txt,deictic,last year,1088
567.txt,deictic,last July,306
568.txt,deictic,Last week,278
568.txt,deictic,week,1259
568.txt,deictic,week,1345
568.txt,deictic,year,1402
568.txt,deictic,week,1481
568.txt,deictic,fall,1407
569.txt,deictic,year,763
569.txt,deictic,Wednesday,234
570.txt,deictic,year,1208
570.txt,deictic,year,1329
570.txt,deictic,week,1821
570.txt,deictic,Saturday,1046
571.txt,deictic,Day,301
571.txt,deictic,Last year,516
571.txt,deictic,week,537
571.txt,deictic,Day,682
571.txt,deictic,year,702
571.txt,deictic,last year,747
571.txt,deictic,year,778
571.txt,deictic,week,1154
571.txt,deictic,Day,1326
571.txt,deictic,year,1394
572.txt,deictic,year,132
572.txt,deictic,year,1254
573.txt,deictic,last year,75
573.txt,deictic,last year,548
573.txt,deictic,last year,937
573.txt,deictic,previous year,1149
573.txt,deictic,year,1224
574.txt,deictic,week,3496
574.txt,deictic,Winter,3327
575.txt,deictic,Week,1098
575.txt,deictic,year,2107
575.txt,deictic,year,3361
575.txt,deictic,year,3485
575.txt,deictic,year,3583
575.txt,deictic,Thursday,1594
576.txt,deictic,year,467
576.txt,deictic,year,624
576.txt,deictic,today,662
576.txt,deictic,year,2625
576.txt,deictic,last year,3735
576.txt,deictic,year,4022
576.txt,deictic,week,4100
576.txt,deictic,year,4298
576.txt,deictic,year,4669
576.txt,deictic,year,4908
576.txt,deictic,year,5405
576.txt,deictic,year,5594
576.txt,deictic,year,5671
576.txt,deictic,year,5759
576.txt,deictic,year,6101
576.txt,deictic,year,6376
576.txt,deictic,year,6415
576.txt,deictic,year,6617
576.txt,deictic,year,6810
576.txt,deictic,year,7066
576.txt,deictic,today,7589
576.txt,deictic,year,8845
576.txt,deictic,year,9120
576.txt,deictic,year,10070
576.txt,deictic,year,10420
576.txt,deictic,year,10516
576.txt,deictic,year,10598
576.txt,deictic,year,11097
576.txt,deictic,year,11343
576.txt,deictic,year,11511
576.txt,deictic,year,11991
576.txt,deictic,year,12110
576.txt,deictic,year,12181
576.txt,deictic,year,12448
576.txt,deictic,today,12586
576.txt,deictic,year,12793
576.txt,deictic,year,13224
576.txt,deictic,today,13390
576.txt,deictic,year,13824
576.txt,deictic,year,14808
576.txt,deictic,year,15162
576.txt,deictic,year,15225
576.txt,deictic,year,15921
576.txt,deictic,year,16188
576.txt,deictic,year,16785
576.txt,deictic,year,17250
576.txt,deictic,year,18011
576.txt,deictic,year,18753
576.txt,deictic,Fall,5017
576.txt,deictic,fall,9709
576.txt,deictic,summer,9841
576.txt,deictic,Monday,5055
576.txt,deictic,Wednesday,3273
576.txt,deictic,Thursday,3994
577.txt,deictic,year,890
577.txt,deictic,Monday,1090
578.txt,deictic,year,609
578.txt,deictic,spring,1170
578.txt,deictic,Monday,834
579.txt,deictic,year,395
579.txt,deictic,Monday,872
579.txt,deictic,Wednesday,1011
579.txt,deictic,Friday,164
579.txt,deictic,Sunday,1254
580.txt,deictic,year,1203
580.txt,deictic,year,1324
580.txt,deictic,week,1816
580.txt,deictic,Saturday,1041
581.txt,deictic,Monday,223
581.txt,deictic,Monday,389
581.txt,deictic,Monday,1122
581.txt,deictic,Friday,935
581.txt,deictic,Friday,1193
582.txt,deictic,year,387
582.txt,deictic,previous year,502
583.txt,deictic,year,599
583.txt,deictic,Friday,89
583.txt,deictic,Friday,787
584.txt,deictic,year,525
584.txt,deictic,next year,1019
584.txt,deictic,fall,1209
585.txt,deictic,last year,912
585.txt,deictic,year,945
585.txt,deictic,last year,1119
585.txt,deictic,Last year,1121
586.txt,deictic,Year,544
586.txt,deictic,Year,1028
587.txt,deictic,week,864
587.txt,deictic,week,1333
587.txt,deictic,next year,1471
587.txt,deictic,next year,1544
587.txt,deictic,today,2298
587.txt,deictic,Tuesday,117
587.txt,deictic,Tuesday,243
587.txt,deictic,Wednesday,298
587.txt,deictic,Thursday,337
587.txt,deictic,Thursday,947
587.txt,deictic,Saturday,1317
588.txt,deictic,year,1617
588.txt,deictic,year,2002
588.txt,deictic,year,2923
588.txt,deictic,Monday,302
588.txt,deictic,Monday,1133
588.txt,deictic,Tuesday,1831
588.txt,deictic,Sunday,3124
590.txt,deictic,year,1915
591.txt,deictic,Year,544
591.txt,deictic,Year,1028
592.txt,deictic,year,1447
592.txt,deictic,Monday,216
592.txt,deictic,Monday,457
592.txt,deictic,Monday,1158
592.txt,deictic,Tuesday,269
592.txt,deictic,Tuesday,464
592.txt,deictic,Wednesday,982
593.txt,deictic,year,87
593.txt,deictic,year,124
593.txt,deictic,year,282
593.txt,deictic,year,441
594.txt,deictic,year,68
594.txt,deictic,year,476
594.txt,deictic,Last year,1408
594.txt,deictic,Sunday,409
595.txt,deictic,year,1065
595.txt,deictic,Year,1316
595.txt,deictic,Year,1951
596.txt,deictic,year,932
596.txt,deictic,Wednesday,468
598.txt,deictic,week,130
598.txt,deictic,year,859
598.txt,deictic,year,959
598.txt,deictic,Day,1001
598.txt,deictic,week,1002
598.txt,deictic,last year,1023
599.txt,deictic,Before Sunday,1416
600.txt,deictic,week,1192
600.txt,deictic,Saturday,601
601.txt,deictic,year,73
601.txt,deictic,year,481
601.txt,deictic,Last year,1413
601.txt,deictic,Sunday,414
602.txt,deictic,year,21
602.txt,deictic,year,107
602.txt,deictic,year,690
603.txt,deictic,last week,243
603.txt,deictic,year,328
603.txt,deictic,year,390
603.txt,deictic,year,513
603.txt,deictic,fall,572
604.txt,deictic,year,344
604.txt,deictic,year,602
604.txt,deictic,year,1008
604.txt,deictic,Saturday,420
605.txt,deictic,year,867
605.txt,deictic,year,1026
606.txt,deictic,year,258
606.txt,deictic,last year,464
606.txt,deictic,last year,1064
606.txt,deictic,year,1144
607.txt,deictic,year,873
607.txt,deictic,summer,1302
608.txt,deictic,Day,267
608.txt,deictic,year,454
608.txt,deictic,Day,850
608.txt,deictic,last month,1174
608.txt,deictic,last year,1279
608.txt,deictic,last week,1285
608.txt,deictic,year,1903
608.txt,deictic,last September,1517
609.txt,deictic,next year,103
609.txt,deictic,next year,540
609.txt,deictic,year,1722
611.txt,deictic,week,1513
611.txt,deictic,last September,367
611.txt,deictic,autumn,692
612.txt,deictic,year,507
612.txt,deictic,fall,862
613.txt,simple,4 February 2005,275
613.txt,deictic,year,354
613.txt,deictic,year,671
613.txt,deictic,last week,691
613.txt,deictic,year,1371
613.txt,deictic,year,1988
613.txt,deictic,Saturday,397
614.txt,deictic,week,1729
614.txt,deictic,year,2037
614.txt,deictic,Friday,132
614.txt,deictic,Sunday,644
614.txt,deictic,Sunday,1986
615.txt,deictic,year,512
615.txt,deictic,year,1042
615.txt,deictic,Week,1338
615.txt,deictic,summer,89
615.txt,deictic,summer,789
615.txt,deictic,Friday,1126
615.txt,deictic,Saturday,1156
615.txt,deictic,Sunday,1210
615.txt,deictic,Sunday,1295
616.txt,deictic,week,78
616.txt,deictic,Wednesday,460
617.txt,deictic,year,226
617.txt,deictic,today,318
617.txt,deictic,year,684
617.txt,deictic,today,1034
617.txt,deictic,week,4718
617.txt,deictic,year,5495
617.txt,deictic,year,6021
617.txt,deictic,Monday,1648
617.txt,deictic,Wednesday,1658
617.txt,deictic,Thursday,1613
617.txt,deictic,before Sunday,1668
618.txt,deictic,year,132
618.txt,deictic,year,1254
619.txt,deictic,last year,503
619.txt,deictic,last year,770
621.txt,deictic,week,913
621.txt,deictic,week,1079
621.txt,deictic,year,1235
621.txt,deictic,fall,720
621.txt,deictic,Friday,1891
622.txt,deictic,year,137
622.txt,deictic,fall,916
623.txt,deictic,year,1120
623.txt,deictic,year,1518
623.txt,deictic,last April,1580
624.txt,deictic,year,155
624.txt,deictic,Day,474
624.txt,deictic,Day,534
624.txt,deictic,Day,678
624.txt,deictic,year,915
624.txt,deictic,Day,1269
625.txt,deictic,year,500
625.txt,deictic,year,799
625.txt,deictic,year,1173
626.txt,simple,5 April 1920,256
626.txt,deictic,year,1081
626.txt,deictic,year,1363
626.txt,deictic,year,1759
626.txt,deictic,year,1823
626.txt,deictic,year,2611
626.txt,deictic,year,3418
626.txt,deictic,Wednesday,3543
627.txt,deictic,year,124
627.txt,deictic,last month,211
627.txt,deictic,year,470
627.txt,deictic,Tuesday,275
628.txt,deictic,week,352
628.txt,deictic,year,719
628.txt,deictic,last year,731
628.txt,deictic,year,766
628.txt,deictic,Wednesday,991
629.txt,deictic,year,371
629.txt,deictic,year,694
629.txt,deictic,year,1248
629.txt,deictic,Thursday,165
629.txt,deictic,Thursday,871
630.txt,deictic,Sunday,1450
631.txt,deictic,Sunday,1156
632.txt,deictic,year,592
632.txt,deictic,Friday,961
632.txt,deictic,Saturday,362
632.txt,deictic,Saturday,869
633.txt,deictic,year,816
633.txt,deictic,year,1417
633.txt,deictic,year,1496
633.txt,deictic,year,1810
633.txt,deictic,last January,654
634.txt,deictic,Day,177
634.txt,deictic,year,680
634.txt,deictic,Day,1393
634.txt,deictic,year,1585
634.txt,deictic,year,1593
634.txt,deictic,year,1849
634.txt,deictic,Last year,2357
634.txt,deictic,summer,393
634.txt,deictic,summer,1839
635.txt,deictic,year,55
636.txt,deictic,year,112
636.txt,deictic,Saturday,370
637.txt,deictic,year,207
637.txt,deictic,week,425
637.txt,deictic,week,1491
637.txt,deictic,year,1883
638.txt,deictic,year,383
638.txt,deictic,fall,2596
639.txt,deictic,next year,143
639.txt,deictic,year,629
639.txt,deictic,year,782
639.txt,deictic,Last year,911
640.txt,deictic,next year,2226
641.txt,deictic,Monday,221
641.txt,deictic,Monday,1016
642.txt,deictic,year,721
644.txt,deictic,year,261
644.txt,deictic,year,937
645.txt,deictic,last year,534
645.txt,deictic,week,812
645.txt,deictic,next year,1179
645.txt,deictic,Spring,1184
645.txt,deictic,Friday,114
645.txt,deictic,Friday,846
645.txt,deictic,Sunday,125
645.txt,deictic,Sunday,1932
646.txt,deictic,year,601
646.txt,deictic,year,1756
646.txt,deictic,Summer,2630
646.txt,deictic,Wednesday,518
646.txt,deictic,Saturday,61
646.txt,deictic,Saturday,759
646.txt,deictic,Saturday,2276
647.txt,deictic,year,190
648.txt,deictic,week,271
648.txt,deictic,week,344
648.txt,deictic,week,938
648.txt,deictic,week,1080
648.txt,deictic,week,1189
648.txt,deictic,Last week,1236
648.txt,deictic,week,1421
649.txt,deictic,Monday,1921
649.txt,deictic,Friday,246
649.txt,deictic,Friday,725
649.txt,deictic,Sunday,1902
650.txt,deictic,year,812
650.txt,deictic,Wednesday,168
651.txt,deictic,year,732
651.txt,deictic,last November,436
652.txt,deictic,year,280
652.txt,deictic,Day,564
652.txt,deictic,year,815
653.txt,deictic,year,937
653.txt,deictic,Wednesday,1691
654.txt,deictic,year,1029
655.txt,deictic,year,863
655.txt,deictic,year,1590
655.txt,deictic,Sunday,150
656.txt,deictic,week,320
656.txt,deictic,last week,612
656.txt,deictic,Day,1247
657.txt,deictic,week,111
657.txt,deictic,year,147
657.txt,deictic,week,252
657.txt,deictic,week,351
657.txt,deictic,week,378
657.txt,deictic,week,699
657.txt,deictic,last year,975
657.txt,deictic,fall,943
658.txt,deictic,year,2433
659.txt,deictic,Week,249
659.txt,deictic,year,389
659.txt,deictic,Week,637
659.txt,deictic,last September,760
660.txt,deictic,week,129
660.txt,deictic,week,493
660.txt,deictic,last year,494
660.txt,deictic,Monday,583
660.txt,deictic,Thursday,701
661.txt,deictic,year,196
661.txt,deictic,year,597
661.txt,deictic,year,1033
661.txt,deictic,Friday,96
662.txt,deictic,Day,569
662.txt,deictic,year,1066
662.txt,deictic,Monday,250
663.txt,deictic,year,76
664.txt,deictic,week,221
665.txt,deictic,Day,174
665.txt,deictic,Day,846
665.txt,deictic,Friday,412
666.txt,deictic,Fall,741
666.txt,deictic,Monday,138
667.txt,simple,27 February 2005,482
667.txt,deictic,year,85
667.txt,deictic,year,127
667.txt,deictic,year,1039
667.txt,deictic,year,1470
668.txt,deictic,Spring,55
668.txt,deictic,Spring,307
668.txt,deictic,Tuesday,1482
669.txt,deictic,yesterday,1163
669.txt,deictic,Tuesday,357
669.txt,deictic,Sunday,463
670.txt,deictic,Week,961
670.txt,deictic,year,1537
670.txt,deictic,Sunday,486
671.txt,deictic,year,342
671.txt,deictic,week,795
671.txt,deictic,year,1451
672.txt,deictic,year,94
672.txt,deictic,year,2961
673.txt,deictic,year,111
673.txt,deictic,week,767
673.txt,deictic,week,782
673.txt,deictic,Tuesday,273
673.txt,deictic,Sunday,100
673.txt,deictic,Sunday,537
674.txt,deictic,year,680
674.txt,deictic,Saturday,351
674.txt,deictic,Sunday,133
675.txt,deictic,year,893
675.txt,deictic,today,1449
675.txt,deictic,Wednesday,709
676.txt,deictic,week,212
676.txt,deictic,last week,370
676.txt,deictic,week,882
677.txt,deictic,Wednesday,1211
678.txt,deictic,year,264
678.txt,deictic,year,1079
678.txt,deictic,last year,1197
678.txt,deictic,Thursday,456
679.txt,deictic,Last month,442
679.txt,deictic,year,781
679.txt,deictic,week,926
679.txt,deictic,week,1273
679.txt,deictic,week,1446
679.txt,deictic,year,1689
679.txt,deictic,fall,1218
680.txt,deictic,year,165
680.txt,deictic,year,1033
680.txt,deictic,year,1377
680.txt,deictic,Friday,549
681.txt,deictic,week,2492
681.txt,deictic,Year,3175
681.txt,deictic,Summer,2946
681.txt,deictic,Saturday,623
682.txt,deictic,Sunday,473
683.txt,deictic,Day,653
683.txt,deictic,year,729
683.txt,deictic,year,757
683.txt,deictic,year,789
683.txt,deictic,year,910
683.txt,deictic,year,1001
683.txt,deictic,year,1057
683.txt,deictic,week,1136
684.txt,deictic,year,648
684.txt,deictic,last year,943
684.txt,deictic,last year,1001
684.txt,deictic,last year,1231
684.txt,deictic,year,1357
684.txt,deictic,last year,1787
684.txt,deictic,Sunday,190
684.txt,deictic,Sunday,1349
685.txt,deictic,next year,850
685.txt,deictic,year,2005
685.txt,deictic,before December,371
685.txt,deictic,Thursday,1162
686.txt,deictic,year,166
686.txt,deictic,year,439
686.txt,deictic,year,771
686.txt,deictic,year,849
686.txt,deictic,last year,997
686.txt,deictic,year,1045
687.txt,deictic,year,50
687.txt,deictic,year,838
687.txt,deictic,next year,1283
687.txt,deictic,Thursday,94
688.txt,simple,"May 19, 2006",1334
689.txt,deictic,week,18
689.txt,deictic,week,121
689.txt,deictic,last week,549
689.txt,deictic,Friday,200
689.txt,deictic,Sunday,210
690.txt,deictic,year,840
691.txt,deictic,year,872
691.txt,deictic,Summer,1538
691.txt,deictic,Tuesday,1902
691.txt,deictic,Sunday,680
692.txt,deictic,last week,467
693.txt,deictic,year,808
693.txt,deictic,year,911
693.txt,deictic,Sunday,204
694.txt,deictic,year,148
694.txt,deictic,year,1294
695.txt,deictic,year,502
695.txt,deictic,year,1199
695.txt,deictic,Tuesday,1655
696.txt,deictic,last year,75
696.txt,deictic,last year,548
696.txt,deictic,last year,937
696.txt,deictic,previous year,1149
696.txt,deictic,year,1224
697.txt,deictic,year,937
697.txt,deictic,Wednesday,1691
699.txt,deictic,year,1240
699.txt,deictic,Friday,453
699.txt,deictic,Saturday,485
700.txt,deictic,year,522
701.txt,deictic,year,447
702.txt,deictic,year,228
702.txt,deictic,last year,597
702.txt,deictic,year,743
702.txt,deictic,Last month,1231
702.txt,deictic,summer,1226
703.txt,simple,27 March 2004,524
703.txt,deictic,last year,1348
703.txt,deictic,Spring,559
704.txt,deictic,year,681
704.txt,deictic,Week,771
706.txt,deictic,year,1025
706.txt,deictic,summer,1327
707.txt,deictic,year,91
708.txt,deictic,last week,889
708.txt,deictic,Thursday,171
709.txt,deictic,week,681
709.txt,deictic,week,918
710.txt,simple,2 March 2005,476
710.txt,deictic,year,525
710.txt,deictic,last year,546
710.txt,deictic,year,624
710.txt,deictic,Day,954
710.txt,deictic,Today,955
711.txt,simple,1965-2003,2120
711.txt,deictic,year,831
711.txt,deictic,Last year,931
711.txt,deictic,year,1168
711.txt,deictic,year,1779
711.txt,deictic,Wednesday,337
712.txt,deictic,year,149
712.txt,deictic,last October,1156
713.txt,deictic,year,176
713.txt,deictic,year,312
715.txt,deictic,year,690
715.txt,deictic,Saturday,408
715.txt,deictic,Sunday,145
716.txt,simple,"May 19, 2006",1334
717.txt,deictic,week,512
718.txt,deictic,year,1960
718.txt,deictic,next year,1964
719.txt,deictic,week,1401
719.txt,deictic,last week,1882
719.txt,deictic,last June,698
719.txt,deictic,last June,2110
719.txt,deictic,Thursday,994
720.txt,deictic,year,2367
721.txt,deictic,year,2854
721.txt,deictic,year,4104
721.txt,deictic,next year,4209
722.txt,deictic,Tuesday,316
722.txt,deictic,Tuesday,1347
723.txt,deictic,Today,2293
723.txt,deictic,year,2976
723.txt,deictic,Monday,1060
723.txt,deictic,Tuesday,766
723.txt,deictic,Tuesday,2295
723.txt,deictic,Sunday,1513
724.txt,deictic,week,514
724.txt,deictic,last month,516
724.txt,deictic,fall,604
724.txt,deictic,Sunday,1146
725.txt,deictic,year,792
726.txt,deictic,last week,1623
726.txt,deictic,year,1687
726.txt,deictic,Tuesday,2228
727.txt,deictic,year,1208
727.txt,deictic,Sunday,725
727.txt,deictic,Sunday,3078
728.txt,deictic,year,597
728.txt,deictic,Today,704
728.txt,deictic,week,1997
728.txt,deictic,Today,2934
728.txt,deictic,fall,2577
728.txt,deictic,Tuesday,391
729.txt,deictic,year,191
729.txt,deictic,year,1463
730.txt,deictic,year,208
730.txt,deictic,year,1717
730.txt,deictic,next week,2181
730.txt,deictic,fall,2502
731.txt,deictic,next week,299
731.txt,deictic,week,463
731.txt,deictic,week,625
731.txt,deictic,year,3221
731.txt,deictic,last December,1675
731.txt,deictic,Friday,710
732.txt,deictic,week,332
732.txt,deictic,next week,506
732.txt,deictic,last week,1457
732.txt,deictic,year,1832
732.txt,deictic,last week,2138
732.txt,deictic,spring,224
732.txt,deictic,after Saturday,576
733.txt,deictic,week,761
733.txt,deictic,last week,1365
733.txt,deictic,last week,7234
733.txt,deictic,Day,10371
733.txt,deictic,today,10512
733.txt,deictic,year,12881
733.txt,deictic,last June,1602
733.txt,deictic,fall,8581
733.txt,deictic,summer,11769
733.txt,deictic,Thursday,895
734.txt,deictic,last month,842
735.txt,deictic,Monday,896
736.txt,deictic,year,766
736.txt,deictic,year,2237
736.txt,deictic,Monday,1379
737.txt,deictic,Monday,2646
737.txt,deictic,Saturday,1657
737.txt,deictic,Sunday,558
738.txt,deictic,week,504
738.txt,deictic,Monday,564
738.txt,deictic,Monday,2173
738.txt,deictic,Saturday,2410
738.txt,deictic,Sunday,958
738.txt,deictic,Sunday,1785
739.txt,deictic,Monday,270
739.txt,deictic,Tuesday,2260
740.txt,deictic,week,165
740.txt,deictic,week,1333
740.txt,deictic,Friday,1408
741.txt,deictic,today,1574
741.txt,deictic,year,1880
741.txt,deictic,Monday,801
741.txt,deictic,Monday,1688
741.txt,deictic,Saturday,679
742.txt,deictic,year,627
742.txt,deictic,Friday,1401
742.txt,deictic,Sunday,333
742.txt,deictic,Sunday,956
743.txt,deictic,year,332
743.txt,deictic,last year,517
743.txt,deictic,week,817
743.txt,deictic,last year,2606
743.txt,deictic,year,2849
743.txt,deictic,year,2997
743.txt,deictic,last July,2256
743.txt,deictic,last November,2886
743.txt,deictic,Tuesday,124
743.txt,deictic,Tuesday,907
744.txt,deictic,Tuesday,1520
744.txt,deictic,Thursday,1028
745.txt,deictic,Today,963
745.txt,deictic,Sunday,2291
746.txt,deictic,next week,952
746.txt,deictic,year,1948
746.txt,deictic,year,1985
746.txt,deictic,year,2153
747.txt,deictic,year,147
748.txt,deictic,week,1341
748.txt,deictic,year,1395
749.txt,deictic,week,765
749.txt,deictic,last week,1374
749.txt,deictic,year,4495
749.txt,deictic,last June,1620
749.txt,deictic,summer,3371
749.txt,deictic,Thursday,842
750.txt,deictic,year,272
751.txt,deictic,today,1695
752.txt,deictic,year,589
752.txt,deictic,next year,1941
752.txt,deictic,year,1992
752.txt,deictic,Thursday,154
753.txt,deictic,Today,1564
753.txt,deictic,yesterday,1827
753.txt,deictic,Monday,758
753.txt,deictic,Monday,2557
753.txt,deictic,Tuesday,2052
754.txt,deictic,year,1029
754.txt,deictic,last week,1161
754.txt,deictic,Today,1574
754.txt,deictic,tomorrow,2324
754.txt,deictic,Year,2401
754.txt,deictic,Monday,95
754.txt,deictic,Monday,2184
754.txt,deictic,Thursday,281
754.txt,deictic,Sunday,1998
755.txt,deictic,Today,265
755.txt,deictic,Year,710
757.txt,deictic,next year,579
757.txt,deictic,year,653
757.txt,deictic,Thursday,282
758.txt,deictic,week,1274
758.txt,deictic,Monday,502
758.txt,deictic,Friday,547
758.txt,deictic,Sunday,637
759.txt,deictic,year,235
760.txt,deictic,year,153
760.txt,deictic,year,177
760.txt,deictic,year,499
760.txt,deictic,Sunday,1886
760.txt,deictic,Sunday,2841
761.txt,deictic,week,252
761.txt,deictic,year,505
761.txt,deictic,Sunday,277
763.txt,deictic,last year,177
764.txt,deictic,year,2239
765.txt,deictic,year,849
765.txt,deictic,today,1508
765.txt,deictic,week,1781
765.txt,deictic,Friday,286
766.txt,deictic,next year,2048
766.txt,deictic,Monday,643
767.txt,deictic,week,586
767.txt,deictic,year,2298
767.txt,deictic,Monday,1105
768.txt,deictic,week,62
768.txt,deictic,week,372
768.txt,deictic,Monday,85
769.txt,deictic,Today,527
769.txt,deictic,next year,1633
769.txt,deictic,Thursday,229
770.txt,deictic,Today,1184
770.txt,deictic,year,1848
770.txt,deictic,Today,2465
770.txt,deictic,fall,2419
771.txt,deictic,last year,804
771.txt,deictic,year,1811
771.txt,deictic,autumn,2333
772.txt,deictic,last day,76
772.txt,deictic,year,769
772.txt,deictic,Wednesday,443
772.txt,deictic,Wednesday,1815
772.txt,deictic,Thursday,282
772.txt,deictic,Friday,356
772.txt,deictic,Saturday,2093
773.txt,deictic,year,308
773.txt,deictic,year,2004
773.txt,deictic,year,2144
774.txt,deictic,year,1829
774.txt,deictic,year,1886
776.txt,deictic,year,1092
776.txt,deictic,year,1096
776.txt,deictic,Today,2083
776.txt,deictic,yesterday,2176
776.txt,deictic,week,2521
776.txt,deictic,Wednesday,1899
776.txt,deictic,Wednesday,2191
776.txt,deictic,Thursday,1636
777.txt,deictic,Today,714
778.txt,deictic,last year,219
778.txt,deictic,year,574
778.txt,deictic,year,727
779.txt,deictic,year,1886
780.txt,deictic,Friday,757
780.txt,deictic,Friday,2593
781.txt,deictic,today,474
781.txt,deictic,tomorrow,488
781.txt,deictic,year,792
781.txt,deictic,year,1049
781.txt,deictic,year,1339
781.txt,deictic,year,1373
782.txt,deictic,week,461
782.txt,deictic,next month,2285
783.txt,deictic,last week,951
783.txt,deictic,summer,854
